id,state,year,quarter,transaction_type,transaction_count,transaction_amount
1154,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Financial Services,533,425044.05141368794
1155,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,5516,4636167.420289769
1156,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Recharge & bill payments,351819,125809568.35055912
1157,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Peer-to-peer payments,324464,1051976410.5472054
1158,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Merchant payments,86758,45361559.23824883
1159,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Financial Services,1019,267762.49056630814
1160,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,4911,3225961.384460643
1161,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Recharge & bill payments,407577,153340696.30393675
1162,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Peer-to-peer payments,329005,1119439489.5005136
1163,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Merchant payments,137040,66713356.798143014
1164,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Financial Services,668,418783.1260904173
1165,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,4289,2851043.563834071
1166,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Recharge & bill payments,525974,178877986.7248658
1167,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523
1168,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Merchant payments,118801,68938500.71228051
1169,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Financial Services,1826,993268.2971840606
1170,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,2642,1448254.787275234
1171,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380.1868608
1172,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155
1173,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844.49072367
1174,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Financial Services,1635,1778864.0123306382
1175,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,3978,2268098.077531771
1176,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Peer-to-peer payments,666995,2153786522.547576
1177,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Merchant payments,631443,316510115.80515665
1178,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Recharge & bill payments,509971,224246669.7783347
1179,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Financial Services,2453,1683959.5099964456
1180,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,6929,4283833.187441602
1181,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163
1182,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132.38063604
1183,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144.73200977
1184,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008.9716834244
1185,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.8861592514
1186,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447
1187,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562
1188,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024
1189,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.6506419359
1190,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465
1191,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688
1192,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554
1193,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275
1194,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231
1195,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017
1196,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428
1197,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
1198,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
1199,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254
1200,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
1201,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267
1202,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
1203,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025
1204,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
1205,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
1206,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817
1207,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
1208,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
1209,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015
1210,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
1211,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467
1212,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
1213,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094
1214,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
1215,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
1216,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354
1217,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
1218,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
1219,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
1220,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
1221,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380.0
1222,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
1223,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431.0
1224,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684.0
1225,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879.0
1226,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669.0
1227,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
1228,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519.0
1229,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276.0
1230,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163.0
1231,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Merchant payments,9582597,3564710651.0
1232,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Peer-to-peer payments,4630867,10642329946.0
1233,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Recharge & bill payments,1139193,878917740.0
1234,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Financial Services,5572,5268269.0
1235,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Others,12099,4839857.0
1236,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Merchant payments,11765508,4318758826.0
1237,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Peer-to-peer payments,5347152,12234383845.0
1238,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Recharge & bill payments,1169931,991997355.0
1239,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Financial Services,5597,7765262.0
1240,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Others,14185,5154679.0
1241,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Merchant payments,13631073,4791513247.0
1242,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Peer-to-peer payments,6113627,13576602170.0
1243,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Recharge & bill payments,1353851,1135863865.0
1244,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Financial Services,6748,10924778.0
1245,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Others,9710,4292265.0
1246,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Merchant payments,15510300,5152049102.0
1247,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Peer-to-peer payments,6493955,14085735502.0
1248,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Recharge & bill payments,1370838,1073613414.0
1249,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Financial Services,7715,10300178.0
1250,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Others,10307,7294515.0
1251,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Merchant payments,16778218,5563348577.0
1252,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Peer-to-peer payments,7251757,14881287713.0
1253,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Recharge & bill payments,1397428,1094723407.0
1254,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Financial Services,10550,15369479.0
1255,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Others,8317,9902390.0
1256,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Merchant payments,19213230,6331132984.0
1257,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Peer-to-peer payments,7882319,16487512787.0
1258,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Recharge & bill payments,1336160,1107688213.0
1259,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Financial Services,25423,12601733.0
1260,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Others,6568,6285744.0
1261,delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
1262,delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
1263,delhi,2018,1,Merchant payments,339809,375393115.19131327
1264,delhi,2018,1,Financial Services,136240,45588429.271575734
1265,delhi,2018,1,Others,318588,344277514.7923026
1266,delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
1267,delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
1268,delhi,2018,2,Merchant payments,837001,631597790.6002588
1269,delhi,2018,2,Financial Services,205991,66584728.19594695
1270,delhi,2018,2,Others,276278,321754664.4984691
1271,delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
1272,delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
1273,delhi,2018,3,Merchant payments,3808395,1048422633.7093576
1274,delhi,2018,3,Financial Services,274526,45051151.35143036
1275,delhi,2018,3,Others,601339,350405916.1523186
1276,delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
1277,delhi,2018,4,Merchant payments,9958967,2738429838.939273
1278,delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
1279,delhi,2018,4,Financial Services,265004,58162003.43614492
1280,delhi,2018,4,Others,1506866,575852739.0031943
1281,delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
1282,delhi,2019,1,Merchant payments,13875931,3996618719.7994804
1283,delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
1284,delhi,2019,1,Financial Services,223095,30997039.697555833
1285,delhi,2019,1,Others,1947036,670171769.6522964
1286,delhi,2019,2,Merchant payments,20891431,6816878922.844399
1287,delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
1288,delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
1289,delhi,2019,2,Financial Services,137774,33985068.68378611
1290,delhi,2019,2,Others,2702543,866678928.4439986
1291,delhi,2019,3,Merchant payments,29453368,9857221391.940361
1292,delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
1293,delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
1294,delhi,2019,3,Financial Services,92061,27952186.986432005
1295,delhi,2019,3,Others,3657065,1000670778.3478061
1296,delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
1297,delhi,2019,4,Merchant payments,32537378,12864577363.070576
1298,delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
1299,delhi,2019,4,Financial Services,57063,21512527.973989226
1300,delhi,2019,4,Others,3500565,779367300.4732571
1301,delhi,2020,1,Merchant payments,33951545,14470782771.054684
1302,delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
1303,delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
1304,delhi,2020,1,Financial Services,46529,39908838.24852887
1305,delhi,2020,1,Others,2515816,619460878.9909673
1306,delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
1307,delhi,2020,2,Merchant payments,24963931,12708327043.868336
1308,delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
1309,delhi,2020,2,Financial Services,64790,75405868.16164647
1310,delhi,2020,2,Others,288854,162694793.15869594
1311,delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
1312,delhi,2020,3,Merchant payments,40973792,21858176583.0589
1313,delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
1314,delhi,2020,3,Financial Services,85689,114341865.2645722
1315,delhi,2020,3,Others,485401,234194502.8442282
1316,delhi,2020,4,Merchant payments,54581166,31106554562.7951
1317,delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
1318,delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
1319,delhi,2020,4,Financial Services,114862,160007919.76894268
1320,delhi,2020,4,Others,1349515,530676173.2537967
1321,delhi,2021,1,Merchant payments,72615587,39861532639.012344
1322,delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
1323,delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
1324,delhi,2021,1,Financial Services,153039,203106852.42387855
1325,delhi,2021,1,Others,1468676,592745151.8683048
1326,delhi,2021,2,Merchant payments,75620295,42933366743.23575
1327,delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
1328,delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
1329,delhi,2021,2,Financial Services,158170,190019761.49741396
1330,delhi,2021,2,Others,854403,472659189.30861247
1331,delhi,2021,3,Merchant payments,115250887,64006915630.53262
1332,delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
1333,delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
1334,delhi,2021,3,Financial Services,144460,220660990.22066334
1335,delhi,2021,3,Others,1645353,690472449.1489255
1336,delhi,2021,4,Merchant payments,149204611,88990516304.07437
1337,delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
1338,delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
1339,delhi,2021,4,Financial Services,199280,287950130.24921745
1340,delhi,2021,4,Others,771824,569713470.6592032
1341,delhi,2022,1,Merchant payments,174454937,98212381475.57239
1342,delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
1343,delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
1344,delhi,2022,1,Financial Services,195184,271039329.10874933
1345,delhi,2022,1,Others,1801878,693588769.393249
1346,delhi,2022,2,Merchant payments,233412802,121657706565.01256
1347,delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
1348,delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
1349,delhi,2022,2,Financial Services,160827,209425798.82013166
1350,delhi,2022,2,Others,641727,426563425.65446466
1351,delhi,2022,3,Merchant payments,276635347,134292748569.06271
1352,delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
1353,delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
1354,delhi,2022,3,Financial Services,195218,265479580.4156591
1355,delhi,2022,3,Others,608782,448676465.8346823
1356,delhi,2022,4,Merchant payments,305621913,153114813286.24423
1357,delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
1358,delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
1359,delhi,2022,4,Financial Services,228639,299454652.77800566
1360,delhi,2022,4,Others,606931,477098950.59646183
1361,delhi,2023,1,Merchant payments,246682850,116053064134.0
1362,delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
1363,delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
1364,delhi,2023,1,Financial Services,206979,275072622.0
1365,delhi,2023,1,Others,482829,402484189.0
1366,delhi,2023,2,Merchant payments,300493650,126927948779.0
1367,delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
1368,delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
1369,delhi,2023,2,Financial Services,219538,302441499.0
1370,delhi,2023,2,Others,457429,367938784.0
1371,delhi,2023,3,Merchant payments,347213404,143772297471.0
1372,delhi,2023,3,Peer-to-peer payments,167791074,523701514112.0
1373,delhi,2023,3,Recharge & bill payments,31015600,39925428804.0
1374,delhi,2023,3,Financial Services,275512,439989766.0
1375,delhi,2023,3,Others,411393,360021285.0
1376,delhi,2023,4,Merchant payments,381250463,168766495844.0
1377,delhi,2023,4,Peer-to-peer payments,185276322,588131157564.0
1378,delhi,2023,4,Recharge & bill payments,30903762,41889435437.0
1379,delhi,2023,4,Financial Services,317005,501353917.0
1380,delhi,2023,4,Others,403194,361276587.0
1381,delhi,2024,1,Merchant payments,419098312,183390284466.0
1382,delhi,2024,1,Peer-to-peer payments,197330105,604445932793.0
1383,delhi,2024,1,Recharge & bill payments,33501160,43595822485.0
1384,delhi,2024,1,Financial Services,319041,606216973.0
1385,delhi,2024,1,Others,485440,475774396.0
1386,delhi,2024,2,Merchant payments,519857504,208928942309.0
1387,delhi,2024,2,Peer-to-peer payments,221272475,641147355249.0
1388,delhi,2024,2,Recharge & bill payments,35429237,45318295969.0
1389,delhi,2024,2,Financial Services,376570,743336505.0
1390,delhi,2024,2,Others,604614,779746148.0
1391,delhi,2024,3,Merchant payments,564668341,231032600851.0
1392,delhi,2024,3,Peer-to-peer payments,242786329,672922448569.0
1393,delhi,2024,3,Recharge & bill payments,36462771,52504961937.0
1394,delhi,2024,3,Financial Services,463025,936446162.0
1395,delhi,2024,3,Others,464057,806926069.0
1396,delhi,2024,4,Merchant payments,612111214,261167204054.0
1397,delhi,2024,4,Peer-to-peer payments,261559240,745874399814.0
1398,delhi,2024,4,Recharge & bill payments,35326994,48224664984.0
1399,delhi,2024,4,Financial Services,1115510,932800641.0
1400,delhi,2024,4,Others,430124,861416410.0
1401,goa,2018,1,Recharge & bill payments,85991,18273814.162708722
1402,goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
1403,goa,2018,1,Merchant payments,7880,11036031.735657964
1404,goa,2018,1,Financial Services,1191,520105.642400422
1405,goa,2018,1,Others,6184,5851742.732386975
1406,goa,2018,2,Recharge & bill payments,120943,30994284.17044104
1407,goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
1408,goa,2018,2,Merchant payments,12456,20162855.70611957
1409,goa,2018,2,Financial Services,1903,733429.427283199
1410,goa,2018,2,Others,6395,7221023.530667527
1411,goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1412,goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1413,goa,2018,3,Merchant payments,21587,26634198.178851012
1414,goa,2018,3,Financial Services,1867,468171.36483984883
1415,goa,2018,3,Others,6963,6281208.620754639
1416,goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1417,goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1418,goa,2018,4,Merchant payments,45586,66666113.92145965
1419,goa,2018,4,Financial Services,2523,723599.2328183289
1420,goa,2018,4,Others,8098,8880194.430766659
1421,goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1422,goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1423,goa,2019,1,Merchant payments,74527,75946974.41483101
1424,goa,2019,1,Financial Services,2013,499592.0966860995
1425,goa,2019,1,Others,8147,9904147.90979165
1426,goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1427,goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1428,goa,2019,2,Merchant payments,104592,92873008.6474504
1429,goa,2019,2,Financial Services,1211,515859.8076807977
1430,goa,2019,2,Others,10819,13325754.760758925
1431,goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1432,goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1433,goa,2019,3,Merchant payments,150578,123948570.56857497
1434,goa,2019,3,Financial Services,1510,1282344.8444824044
1435,goa,2019,3,Others,11344,12515394.117688328
1436,goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1437,goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1438,goa,2019,4,Merchant payments,250893,218404664.8638511
1439,goa,2019,4,Financial Services,1497,649712.8451498008
1440,goa,2019,4,Others,11733,14350825.325765317
1441,goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1442,goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1443,goa,2020,1,Merchant payments,373110,298421548.1046571
1444,goa,2020,1,Financial Services,1762,1816477.5692472362
1445,goa,2020,1,Others,11088,13707055.389155574
1446,goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1447,goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1448,goa,2020,2,Merchant payments,221358,168591711.94693565
1449,goa,2020,2,Financial Services,3081,3328361.317987765
1450,goa,2020,2,Others,5710,3775927.611346662
1451,goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1452,goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1453,goa,2020,3,Merchant payments,446880,353193881.4783259
1454,goa,2020,3,Financial Services,4985,6418950.466847964
1455,goa,2020,3,Others,7545,5112530.621144422
1456,goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1457,goa,2020,4,Merchant payments,1389834,1123844212.5171819
1458,goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1459,goa,2020,4,Financial Services,7287,10386560.386677971
1460,goa,2020,4,Others,14810,12846789.254236266
1461,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1462,goa,2021,1,Merchant payments,2195509,1768358976.7158575
1463,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1464,goa,2021,1,Financial Services,8138,12207778.148638733
1465,goa,2021,1,Others,11764,12687278.26183929
1466,goa,2021,2,Merchant payments,1869384,1411529033.6650195
1467,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1468,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1469,goa,2021,2,Financial Services,8303,12371843.844825167
1470,goa,2021,2,Others,12392,10115549.032816991
1471,goa,2021,3,Merchant payments,2865625,2143135314.897931
1472,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1473,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1474,goa,2021,3,Financial Services,8337,12943224.07382146
1475,goa,2021,3,Others,16145,12416377.597493527
1476,goa,2021,4,Merchant payments,5474662,4384250602.937038
1477,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1478,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1479,goa,2021,4,Financial Services,11320,17101084.66037453
1480,goa,2021,4,Others,23775,21819163.1997744
1481,goa,2022,1,Merchant payments,6364271,4682000388.389215
1482,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1483,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1484,goa,2022,1,Financial Services,11677,17490493.19245399
1485,goa,2022,1,Others,20699,20720407.595174044
1486,goa,2022,2,Merchant payments,7812998,5736211013.6866455
1487,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1488,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1489,goa,2022,2,Financial Services,10666,13192736.02810038
1490,goa,2022,2,Others,15071,12525197.296362752
1491,goa,2022,3,Merchant payments,7595135,5112175255.359402
1492,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1493,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1494,goa,2022,3,Financial Services,9992,12650738.420843877
1495,goa,2022,3,Others,11683,11368868.03761505
1496,goa,2022,4,Merchant payments,10319138,6739205748.43176
1497,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1498,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1499,goa,2022,4,Financial Services,12147,15705663.126967767
1500,goa,2022,4,Others,13151,13978544.178016864
1501,goa,2023,1,Merchant payments,14273665,9074816758.0
1502,goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1503,goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1504,goa,2023,1,Financial Services,16209,32648574.0
1505,goa,2023,1,Others,17399,18019590.0
1506,goa,2023,2,Merchant payments,15990744,10146039934.0
1507,goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1508,goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1509,goa,2023,2,Financial Services,17352,25141843.0
1510,goa,2023,2,Others,15635,15956760.0
1511,goa,2023,3,Merchant payments,16565190,10365884105.0
1512,goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
1513,goa,2023,3,Recharge & bill payments,1913363,1234664127.0
1514,goa,2023,3,Financial Services,17422,26274694.0
1515,goa,2023,3,Others,13808,12872910.0
1516,goa,2023,4,Merchant payments,21003656,12478698529.0
1517,goa,2023,4,Peer-to-peer payments,10430430,30342597216.0
1518,goa,2023,4,Recharge & bill payments,1991324,1413113823.0
1519,goa,2023,4,Financial Services,20827,38067531.0
1520,goa,2023,4,Others,14741,15194458.0
1521,goa,2024,1,Merchant payments,22163645,12736252466.0
1522,goa,2024,1,Peer-to-peer payments,10729197,31099473803.0
1523,goa,2024,1,Recharge & bill payments,2087441,1465885657.0
1524,goa,2024,1,Financial Services,20782,37240917.0
1525,goa,2024,1,Others,12922,13047417.0
1526,goa,2024,2,Merchant payments,23908901,13821574623.0
1527,goa,2024,2,Peer-to-peer payments,10933835,32155453858.0
1528,goa,2024,2,Recharge & bill payments,2120776,1419954245.0
1529,goa,2024,2,Financial Services,24891,41870631.0
1530,goa,2024,2,Others,12403,15977355.0
1531,goa,2024,3,Merchant payments,23789645,13663769858.0
1532,goa,2024,3,Peer-to-peer payments,10858222,30761382765.0
1533,goa,2024,3,Recharge & bill payments,2070465,1423628089.0
1534,goa,2024,3,Financial Services,32037,51120538.0
1535,goa,2024,3,Others,11742,13626762.0
1536,goa,2024,4,Merchant payments,30381117,17216927595.0
1537,goa,2024,4,Peer-to-peer payments,13499590,37720460757.0
1538,goa,2024,4,Recharge & bill payments,2166016,1548395751.0
1539,goa,2024,4,Financial Services,71254,55469478.0
1540,goa,2024,4,Others,13559,21335962.0
1541,gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1542,gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1543,gujarat,2018,1,Merchant payments,145436,166036667.57089135
1544,gujarat,2018,1,Financial Services,122117,27986679.009713165
1545,gujarat,2018,1,Others,250296,186165067.5737218
